,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1114,1,0,1,0,0.4366197183098592,1,1,1,0,1,0,0,1,1,0,1,3,0.8019900497512439,0.3608469882298639,0
1115,1,0,0,0,0.5352112676056339,1,1,0,0,0,0,1,0,0,2,1,3,0.3542288557213931,0.2517770597738288,0
1116,0,0,0,0,0.5211267605633804,1,1,2,2,2,2,2,2,2,1,1,0,0.059701492537313425,0.10334641126240483,0
1117,1,0,0,0,0.7183098591549296,1,1,1,0,0,1,0,0,1,2,1,3,0.7084577114427861,0.5260731594738058,0
1118,0,0,1,1,0.6619718309859155,1,1,1,1,1,0,0,1,1,0,1,3,0.8656716417910449,0.5745095776598201,0
1119,1,0,1,1,0.971830985915493,0,2,0,1,0,1,1,1,1,2,0,2,0.4104477611940299,0.4761135471959383,0
1120,1,0,0,0,0.26760563380281693,1,0,1,0,0,0,0,0,0,0,0,3,0.5203980099502489,0.17017655204246485,0
1121,0,0,0,0,0.6901408450704226,1,1,0,1,0,1,1,1,1,1,1,3,0.6393034825870648,0.4800715439649205,0
1122,0,0,0,0,0.25352112676056343,0,2,0,0,0,0,0,1,1,1,1,3,0.26467661691542294,0.10094045695822759,1
1123,1,0,1,1,0.33802816901408456,1,0,0,1,1,1,0,0,0,1,1,2,0.4313432835820896,0.1837295176552043,0
1124,1,0,0,0,0.15492957746478872,1,0,0,0,1,0,0,0,0,0,1,2,0.3064676616915423,0.06626471267020541,0
1125,1,1,1,0,0.5352112676056339,1,1,1,0,1,1,0,1,1,0,1,0,0.8696517412935326,0.49226863604892696,1
1126,1,0,0,0,0.08450704225352114,1,0,1,0,0,1,0,0,0,0,0,1,0.5611940298507464,0.06066812831756291,1
1127,0,0,1,1,0.3098591549295775,1,0,0,1,1,1,1,0,0,1,1,1,0.4776119402985075,0.17482114008769908,0
1128,1,0,0,0,0.36619718309859156,1,0,2,2,2,2,2,2,2,0,1,0,0.011442786069651713,0.05896607431340874,0
1129,1,1,0,0,0.647887323943662,1,1,1,0,0,0,0,1,0,0,1,3,0.6746268656716419,0.44389568428340653,0
1130,1,0,1,1,0.35211267605633806,1,0,2,2,2,2,2,2,2,2,1,3,0.008955223880596998,0.05734479575351952,0
1131,0,0,1,0,0.18309859154929578,1,1,0,1,0,0,0,1,0,0,1,2,0.4621890547263683,0.10641587814447269,1
1132,0,1,1,0,0.14084507042253522,1,1,1,0,0,1,1,1,1,0,1,2,0.8537313432835824,0.1286464343411032,1
1133,1,0,0,1,0.014084507042253521,1,0,2,2,2,2,2,2,2,0,0,1,0.00995024875621889,0.003409877682898686,0
1134,0,0,1,1,0.35211267605633806,1,0,1,1,1,0,0,0,0,0,0,0,0.6338308457711443,0.2367009000692362,0
1135,0,1,1,0,1.0,1,1,1,1,1,1,1,1,1,2,1,2,0.9592039800995028,0.9595141933994926,0
1136,0,0,1,1,0.8732394366197184,1,0,2,2,2,2,2,2,2,2,0,3,0.017412935323383064,0.1373701823217171,0
1137,1,0,1,1,0.9859154929577465,1,0,2,2,2,2,2,2,2,2,0,1,0.015422885572139309,0.1589487652896377,0
1138,1,0,1,1,0.14084507042253522,1,1,0,1,0,0,0,1,0,0,1,2,0.4666666666666668,0.08130048465266561,0
1139,1,1,1,0,0.18309859154929578,1,0,2,2,2,2,2,2,2,1,0,1,0.013930348258706458,0.024215324255711986,0
1140,0,0,0,1,0.16901408450704225,1,1,0,1,1,1,1,1,1,2,0,3,0.7034825870646767,0.13188899146088165,0
1141,1,0,0,1,0.07042253521126761,1,0,2,2,2,2,2,2,2,0,1,1,0.019402985074626847,0.009179552273251792,0
1142,1,1,1,1,0.14084507042253522,1,1,1,0,0,0,0,0,0,0,1,3,0.5666666666666668,0.08729517655204248,0
1143,1,0,1,0,0.23943661971830985,1,1,0,0,1,0,0,0,0,0,0,3,0.3835820895522388,0.12183821832448655,0
1144,1,0,0,0,0.0,0,2,0,0,0,0,0,0,1,0,1,0,0.17213930348258707,0.0019328409877682902,1
1145,0,0,1,0,0.4366197183098592,1,0,1,1,0,0,0,0,0,0,1,2,0.5696517412935325,0.2660858527579045,0
1146,1,0,0,0,0.3943661971830986,0,2,0,1,0,0,1,0,0,1,0,1,0.17263681592039806,0.12160166166628204,0
1147,0,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,1,0,0,1,0,0.4179104477611941,0.01750519270713132,0
1148,0,0,0,0,0.014084507042253521,1,1,1,0,0,0,0,1,1,0,1,0,0.765174129353234,0.02055158089083776,1
1149,1,0,1,1,0.16901408450704225,1,0,1,0,0,1,0,1,1,0,1,1,0.7800995024875624,0.1320159243018694,1
1150,0,0,0,0,0.5633802816901409,0,2,0,0,1,0,0,0,1,0,1,0,0.21990049751243784,0.1914435725825064,0
1151,0,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,0,0,0.005970149253731351,5.7696745903528506e-06,0
1152,1,0,0,0,0.08450704225352114,1,0,0,0,0,0,0,1,0,0,0,1,0.364179104477612,0.040572351719363034,0
1153,0,0,1,0,0.7183098591549296,1,0,0,1,0,1,0,1,0,1,1,1,0.4582089552238806,0.39139164551119326,0
1154,0,0,1,1,0.619718309859155,1,1,2,2,2,2,2,2,2,2,1,2,0.06368159203980099,0.12924071082390956,0
1155,1,0,1,0,0.971830985915493,1,1,0,0,1,1,1,1,0,2,0,3,0.5756218905472638,0.605290791599354,0
1156,0,0,0,0,0.7323943661971831,1,0,2,2,2,2,2,2,2,2,0,1,0.004477611940298499,0.1138818370643896,0
1157,0,1,1,0,0.8591549295774649,1,1,1,0,1,1,0,1,0,1,1,3,0.793034825870647,0.6828698361412417,0
1158,0,0,1,0,0.8309859154929577,1,1,1,1,1,0,0,0,1,0,1,3,0.7547263681592041,0.6297138241403185,0
1159,0,1,1,0,0.02816901408450704,1,0,1,0,0,0,0,1,0,0,1,0,0.6184079601990051,0.0236845141933995,1
1160,0,1,1,0,0.3098591549295775,1,0,1,1,0,0,0,1,1,0,1,0,0.764676616915423,0.266241633971844,0
1161,1,0,0,1,0.0,0,2,0,0,1,0,0,0,0,0,1,1,0.13034825870646768,0.0014481883221786295,1
1162,0,0,0,0,0.9295774647887325,1,0,0,1,0,1,1,0,1,1,1,2,0.5383084577114429,0.5738172167089777,0
1163,0,0,0,0,0.15492957746478872,1,1,1,0,1,0,0,1,0,0,1,2,0.7114427860696518,0.11927071313177941,1
1164,0,1,1,0,0.9859154929577465,1,1,0,1,1,1,1,0,1,2,1,2,0.6412935323383085,0.6707131317793678,0
1165,1,0,0,0,0.33802816901408456,1,0,2,2,2,2,2,2,2,1,0,3,0.016417910447761173,0.056773597969074566,0
1166,0,0,0,0,0.056338028169014086,1,1,0,1,0,0,0,0,0,0,1,0,0.3537313432835821,0.03059658435264252,0
1167,1,0,0,0,0.35211267605633806,1,1,0,0,0,0,0,0,0,1,1,3,0.3313432835820896,0.1473113316408955,0
1168,1,0,1,1,0.0,1,0,2,2,2,2,2,2,2,1,0,1,0.013930348258706458,9.808446803600236e-05,0
1169,1,1,0,0,0.971830985915493,0,2,0,0,1,1,0,1,0,1,1,3,0.25671641791044775,0.3453554119547658,0
1170,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,2,1,0,0.9527363184079604,0.9317274405723519,0
1171,1,0,1,0,0.8309859154929577,1,0,1,0,1,0,0,1,1,1,1,0,0.7577114427860699,0.6452169397645974,1
1172,0,1,1,1,0.4366197183098592,1,1,1,0,1,0,0,1,1,0,1,0,0.8174129353233833,0.3691264712670206,0
1173,1,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,1,0,0.01592039800995027,0.00012116316639741506,1
1174,0,0,0,0,0.18309859154929578,1,1,0,0,1,0,0,0,0,1,1,1,0.3582089552238807,0.08705285021924766,0
1175,0,0,0,0,0.16901408450704225,1,1,1,1,0,0,0,0,0,0,1,3,0.6144278606965174,0.11661089314562662,0
1176,0,0,0,0,0.07042253521126761,1,1,1,0,1,1,1,1,1,0,1,3,0.9119402985074628,0.07508077544426497,1
1177,0,0,0,0,0.6338028169014085,1,1,0,1,0,1,0,1,1,2,0,1,0.6064676616915424,0.41253173321024705,0
1178,1,0,0,0,0.19718309859154928,1,0,1,0,0,1,1,1,1,0,1,0,0.8268656716417911,0.1771463189476114,1
1179,1,1,1,0,0.5915492957746479,1,1,1,0,1,0,1,1,0,0,1,0,0.756716417910448,0.4539983844911148,0
1180,1,0,0,0,0.5352112676056339,1,0,0,0,0,0,1,0,0,2,1,2,0.31393034825870647,0.22528848372951774,0
1181,1,1,0,0,0.28169014084507044,1,0,0,0,0,1,0,1,0,0,1,2,0.4159203980099503,0.14047426725132708,1
1182,1,0,0,0,0.7887323943661972,0,2,0,1,0,1,0,1,1,0,1,0,0.35323383084577115,0.3666282021693977,0
1183,0,0,1,0,0.7323943661971831,1,0,1,0,0,0,1,1,1,1,1,0,0.7482587064676618,0.5600507731363952,0
1184,1,0,1,1,0.23943661971830985,1,0,1,1,0,1,0,1,0,0,1,1,0.6930348258706469,0.1709785368105239,0
1185,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0.41691542288557226,0.004771520886222018,1
1186,0,0,1,0,0.8028169014084507,1,1,0,1,0,0,1,0,0,1,1,2,0.42587064676616926,0.39925571197784454,0
1187,0,1,0,0,0.9859154929577465,1,1,1,0,0,1,0,1,1,2,0,2,0.8537313432835824,0.8533060235402726,0
1188,0,0,0,0,0.47887323943661975,1,0,1,0,0,1,1,1,1,1,1,0,0.8059701492537316,0.4054004154165706,0
1189,1,0,0,0,0.02816901408450704,1,0,1,0,0,1,0,0,1,0,0,3,0.6711442786069652,0.02745788137549043,0
1190,1,0,0,0,0.5211267605633804,1,1,1,1,1,0,0,1,1,1,1,0,0.8616915422885573,0.44639395338102944,0
1191,1,0,1,1,0.47887323943661975,1,1,0,1,1,1,1,0,0,2,1,3,0.5064676616915424,0.28517770597738296,0
1192,1,0,0,0,0.08450704225352114,1,1,1,0,0,1,0,1,0,0,1,0,0.7184079601990051,0.06631087006692825,1
1193,0,0,0,0,0.647887323943662,1,0,0,0,0,1,1,1,1,2,0,1,0.5592039800995026,0.4028963766443574,0
1194,0,0,0,0,0.18309859154929578,1,0,0,0,1,0,0,0,0,0,0,0,0.32039800995024886,0.08615855065774293,0
1195,0,1,1,0,0.26760563380281693,1,0,0,0,1,0,0,0,1,0,1,0,0.41542288557213936,0.1431513962612509,0
1196,1,0,1,0,0.9154929577464789,1,1,0,1,1,0,1,1,1,2,0,0,0.6666666666666667,0.6369201477036697,0
1197,1,0,1,0,0.19718309859154928,1,0,2,2,2,2,2,2,2,0,1,3,0.011940298507462675,0.03716247403646436,0
1198,0,0,0,0,0.5774647887323944,1,0,2,2,2,2,2,2,2,2,1,2,0.02487562189054727,0.09527463651050085,0
1199,0,0,1,0,0.22535211267605634,1,1,1,1,0,0,0,0,0,0,0,0,0.6034825870646767,0.15349065312716367,0
1200,1,0,0,0,0.5070422535211268,1,1,1,0,1,0,1,1,1,1,1,3,0.8582089552238809,0.4337872144011079,0
1201,0,0,0,0,0.15492957746478872,1,0,0,0,1,0,0,0,0,0,1,0,0.3099502487562189,0.06841103161781677,0
1202,1,0,1,0,0.7323943661971831,1,0,1,0,1,0,0,1,1,1,1,2,0.756218905472637,0.5595603507962151,1
1203,0,0,0,0,0.8309859154929577,1,1,2,2,2,2,2,2,2,2,0,1,0.06716417910447763,0.17150357719824605,0
1204,1,0,1,1,0.23943661971830985,0,2,0,0,0,0,0,0,0,0,0,3,0.07263681592039802,0.05181744749596125,0
1205,1,0,0,0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0.5636815920398012,0.006473574890376184,1
1206,0,0,0,0,0.02816901408450704,1,0,1,0,0,0,0,0,0,0,1,0,0.5164179104477613,0.02024001846295869,0
1207,0,0,0,1,0.11267605633802817,1,0,0,0,0,0,1,1,1,0,1,3,0.5089552238805972,0.06377221324717289,0
1208,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0.6169154228855722,0.0070909300715439666,1
1209,1,0,1,0,0.7746478873239437,1,1,1,1,1,1,0,0,0,1,1,0,0.7452736318407962,0.6041022386337411,0
1210,1,0,1,1,0.22535211267605634,1,0,1,0,0,0,0,0,0,0,1,0,0.5049751243781095,0.1304927302100162,1
1211,0,0,1,1,0.14084507042253522,1,1,0,0,0,0,1,0,1,0,1,0,0.4786069651741294,0.08331410108469883,1
1212,1,0,0,0,0.08450704225352114,1,0,1,0,0,0,0,0,0,0,1,0,0.5104477611940299,0.05799099930763907,0
1213,0,0,1,1,0.9577464788732395,1,0,2,2,2,2,2,2,2,2,0,2,0.019402985074626847,0.16084121855527353,0
1214,1,0,0,0,0.25352112676056343,1,1,1,0,0,0,0,0,1,0,1,2,0.6741293532338309,0.17466535887375956,1
1215,0,0,1,1,0.02816901408450704,1,0,1,0,0,0,0,0,1,0,1,0,0.6174129353233831,0.026684744980383115,1
1216,1,0,1,1,0.7464788732394366,1,0,2,2,2,2,2,2,2,2,0,3,0.02139303482587063,0.12367874451880917,0
1217,1,0,1,0,0.8591549295774649,1,1,2,2,2,2,2,2,2,1,1,3,0.054726368159203995,0.1647819063004847,0
1218,1,0,0,0,0.323943661971831,1,1,1,0,1,0,0,1,0,0,1,3,0.719402985074627,0.26122201707823683,1
1219,0,0,1,1,0.8591549295774649,1,1,0,0,0,0,0,1,1,0,1,3,0.519402985074627,0.49407454419570745,0
1220,1,0,0,0,0.22535211267605634,1,1,0,1,0,0,0,0,1,0,0,2,0.4726368159203981,0.12605585045003465,0
1221,1,0,0,0,0.11267605633802817,0,2,0,0,0,0,0,0,0,0,1,1,0.06318407960199006,0.01976690514654974,0
1222,1,0,1,1,0.8873239436619719,1,0,0,1,0,1,1,1,0,2,0,1,0.5074626865671643,0.5110720055388878,0
1223,0,0,0,0,0.014084507042253521,1,1,1,0,0,0,0,0,0,0,1,0,0.57363184079602,0.014372259404569585,1
1224,1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0.27462686567164185,0.0031213939533810305,1
1225,0,0,1,0,0.2112676056338028,0,2,0,0,0,0,1,1,1,0,1,0,0.3154228855721394,0.09132240941610896,1
1226,0,0,1,0,1.0,1,1,2,2,2,2,2,2,2,2,0,2,0.06368159203980099,0.20900646203554127,0
1227,1,0,0,0,0.4084507042253521,1,1,1,1,1,1,0,0,0,1,0,2,0.7179104477611942,0.32331525501961694,0
1228,0,0,1,0,0.676056338028169,1,1,1,1,0,0,0,1,1,0,1,1,0.8218905472636818,0.5571832448649897,0
1229,1,0,1,0,0.8450704225352113,1,1,0,1,0,1,1,0,1,2,0,3,0.5681592039800996,0.543561043157166,0
1230,1,0,1,1,0.647887323943662,1,1,1,0,1,0,0,1,0,0,0,0,0.6860696517412936,0.4614181860143089,0
1231,1,0,0,0,0.26760563380281693,1,0,0,1,0,1,0,0,1,0,0,3,0.4592039800995026,0.15921993999538428,0
1232,1,0,1,1,0.46478873239436624,1,0,1,0,0,0,0,1,0,0,0,0,0.5975124378109453,0.2937341333948766,1
1233,0,0,1,1,0.971830985915493,1,1,2,2,2,2,2,2,2,2,0,2,0.06417910447761192,0.19237249019155328,0
1234,1,0,0,1,0.7464788732394366,1,0,1,1,1,0,1,1,1,1,1,0,0.8716417910447763,0.6701880913916456,0
1235,1,1,1,0,0.8450704225352113,1,1,1,0,1,1,1,1,0,1,1,1,0.7965174129353235,0.6978709900761598,0
1236,1,0,0,0,0.02816901408450704,1,1,1,0,0,0,0,0,0,0,1,0,0.5840796019900498,0.02418647588276022,1
1237,1,0,0,0,0.16901408450704225,1,0,2,2,2,2,2,2,2,1,0,1,0.011940298507462675,0.029009923840295413,0
1238,0,1,0,0,0.2112676056338028,1,1,1,0,0,0,0,1,1,0,1,0,0.775124378109453,0.1742903300253866,1
1239,0,0,1,1,0.02816901408450704,1,0,0,0,1,0,0,1,0,0,1,3,0.4024875621890549,0.017285945072697904,0
1240,1,0,0,0,0.33802816901408456,1,0,2,2,2,2,2,2,2,0,1,1,0.018905472636815888,0.059721901684745005,0
1241,1,0,0,0,0.4084507042253521,1,1,0,1,0,0,0,0,1,0,1,1,0.46019900497512445,0.21574544195707368,0
1242,0,0,1,0,0.28169014084507044,0,2,0,1,0,0,0,0,0,0,0,0,0.10199004975124379,0.07045349642280177,0
1243,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.2691542288557214,0.003057927532887145,1
1244,0,0,0,0,0.19718309859154928,1,0,2,2,2,2,2,2,2,0,0,2,0.011442786069651713,0.0312139395338103,1
1245,1,1,1,0,0.3098591549295775,1,0,1,0,0,0,0,1,1,0,1,0,0.7184079601990051,0.2421474728825295,0
1246,0,0,1,1,0.619718309859155,1,1,1,1,1,0,0,1,1,0,1,0,0.8646766169154231,0.5437456727440573,0
1247,0,0,1,1,0.323943661971831,1,1,1,0,1,1,0,0,0,1,0,2,0.6457711442786072,0.23243134087237485,0
1248,0,0,0,0,0.14084507042253522,1,1,1,0,0,0,1,1,0,0,0,0,0.7154228855721394,0.11183360258481426,1
1249,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0.26666666666666666,0.0030290791599353797,1
1250,0,0,1,0,0.7746478873239437,1,1,1,0,0,1,1,1,1,2,0,2,0.8452736318407962,0.6606912070159244,0
1251,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0.5726368159203981,0.00657742903300254,1
1252,1,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,0,0,0.011940298507462675,7.500576967459008e-05,0
1253,0,0,0,0,0.08450704225352114,1,0,1,0,0,0,0,0,1,0,1,0,0.6074626865671643,0.05819870759289178,1
1254,0,1,1,0,0.7605633802816901,1,0,1,0,0,1,1,1,0,2,0,3,0.7019900497512438,0.5523309485345028,0
1255,0,0,0,0,0.014084507042253521,0,2,0,0,0,0,1,0,0,0,1,0,0.12587064676616913,0.004644588045234249,1
1256,0,0,1,1,1.0,1,1,0,1,0,1,1,1,1,2,1,3,0.6731343283582091,0.702971382414032,0
1257,0,1,0,0,0.619718309859155,0,2,0,0,0,0,0,0,1,1,0,0,0.15870646766169158,0.18206785137318257,0
1258,0,0,0,0,0.647887323943662,1,0,2,2,2,2,2,2,2,2,0,1,0.018905472636815888,0.11855527348257562,0
1259,0,1,0,0,0.6338028169014085,1,0,1,0,1,0,0,1,1,1,0,3,0.7661691542288559,0.5083544888068314,1
1260,1,0,0,0,0.014084507042253521,1,0,0,0,1,0,0,0,0,0,1,1,0.31890547263681596,0.008533348719132241,0
1261,0,0,1,0,0.014084507042253521,1,0,1,1,0,0,1,0,0,0,1,0,0.6159203980099504,0.020280406185091165,0
1262,0,0,1,0,0.15492957746478872,1,0,0,0,1,0,0,0,0,0,1,0,0.3283582089552239,0.06846295868912995,0
1263,0,1,1,0,0.943661971830986,1,1,1,0,1,0,0,0,1,0,1,2,0.7099502487562189,0.704915762750981,1
1264,1,0,1,1,0.9577464788732395,1,0,1,0,0,0,1,1,1,2,1,3,0.765671641791045,0.7677013616432036,0
1265,1,1,0,1,0.7746478873239437,1,0,1,1,0,0,0,1,1,1,0,3,0.7616915422885574,0.6052965612739443,0
1266,0,1,0,0,0.04225352112676056,1,1,1,1,0,0,0,0,0,0,1,0,0.6169154228855722,0.032875605815831994,0
1267,1,0,1,0,0.8873239436619719,1,1,0,0,1,1,1,1,0,2,1,2,0.5756218905472638,0.5538887606738981,0
1268,1,0,1,0,0.8169014084507042,1,1,1,1,1,1,0,1,1,1,1,0,0.9144278606965176,0.7418936072005541,1
1269,1,0,1,1,0.8591549295774649,1,1,1,1,1,1,1,1,1,2,0,2,0.9681592039800996,0.8239383798753753,0
1270,1,0,1,1,0.8732394366197184,1,1,2,2,2,2,2,2,2,2,0,3,0.06368159203980099,0.1795176552042465,0
1271,0,0,0,0,0.7323943661971831,0,2,0,1,1,1,1,1,0,1,1,0,0.35174129353233835,0.3300715439649204,0
1272,1,0,1,1,0.056338028169014086,1,0,2,2,2,2,2,2,2,0,0,1,0.011940298507462675,0.0077602123240249265,0
1273,1,1,1,0,0.676056338028169,1,1,1,1,1,1,0,0,0,0,1,0,0.6960199004975125,0.4778040618509117,0
1274,0,0,1,1,0.8591549295774649,1,1,1,1,0,0,0,1,1,2,1,2,0.8248756218905474,0.763852988691438,0
1275,0,0,1,0,0.7605633802816901,1,0,0,1,1,0,1,0,0,2,0,1,0.3835820895522388,0.35694091853219484,0
1276,0,1,1,0,0.9859154929577465,1,0,1,1,1,1,1,1,0,2,1,0,0.8074626865671645,0.8250000000000003,0
1277,0,0,1,1,1.0,1,0,2,2,2,2,2,2,2,2,1,3,0.018407960199004984,0.15087122086314336,0
1278,1,0,1,1,0.49295774647887325,0,2,0,1,0,1,1,1,1,1,0,3,0.4223880597014926,0.25568312947149785,0
1279,1,0,1,0,0.33802816901408456,1,0,2,2,2,2,2,2,2,1,1,2,0.026865671641791024,0.05496768982229404,0
1280,0,1,1,0,1.0,1,1,1,1,1,1,1,1,1,2,1,2,0.9611940298507463,0.9576678975305796,0
1281,0,0,0,0,0.49295774647887325,1,0,2,2,2,2,2,2,2,1,1,2,0.00995024875621889,0.07627509808446806,0
1282,1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,1,0.4432835820895523,0.0050773136395107325,0
1283,0,0,1,0,1.0,1,1,1,1,0,1,0,1,1,2,1,0,0.8681592039800997,0.8683591045465038,0
1284,1,0,1,1,0.8169014084507042,1,0,2,2,2,2,2,2,2,2,0,1,0.01592039800995027,0.1349469189937688,0
1285,1,1,1,0,0.08450704225352114,1,0,1,0,0,0,0,1,1,0,1,0,0.7089552238805971,0.07591737825986616,1
1286,0,0,0,0,0.0,1,0,0,0,0,1,1,1,1,1,0,3,0.5557213930348259,0.006381260096930534,0
1287,0,0,1,1,0.4084507042253521,1,1,1,0,1,1,1,1,1,0,1,0,0.8880597014925374,0.3719939995384261,0
1288,1,0,0,0,0.8873239436619719,1,0,2,2,2,2,2,2,2,2,0,1,0.012935323383084566,0.14093584121855532,0
1289,1,0,0,0,0.8732394366197184,1,1,0,1,1,1,1,0,0,1,0,2,0.5029850746268657,0.47225363489499206,0
1290,1,1,1,0,1.0,1,1,0,1,1,1,0,1,1,2,0,3,0.6587064676616916,0.6786348949919226,0
1291,1,0,1,0,0.09859154929577466,1,0,1,1,0,0,0,0,0,0,0,0,0.5646766169154229,0.0708689129933072,1
1292,0,0,0,0,0.8591549295774649,1,1,0,0,1,1,1,1,1,2,0,2,0.6592039800995025,0.5970920840064621,0
1293,1,0,1,1,0.9295774647887325,1,1,1,0,1,1,1,1,1,2,1,2,0.9248756218905475,0.8668359104546506,0
1294,1,0,0,0,0.07042253521126761,1,0,0,0,0,0,0,0,0,0,0,0,0.263681592039801,0.029096468959150707,1
1295,0,0,1,1,0.971830985915493,1,1,0,1,0,0,1,1,1,2,1,2,0.6203980099502487,0.6279021463189477,0
1296,0,1,0,0,0.26760563380281693,1,0,1,0,0,0,0,1,0,0,0,2,0.6213930348258707,0.1840987768289869,0
1297,0,0,0,0,0.056338028169014086,1,1,1,0,0,0,0,0,0,0,0,0,0.5706467661691542,0.044276482806369734,0
1298,0,0,1,1,0.323943661971831,0,2,0,1,1,1,0,1,1,1,0,0,0.39154228855721407,0.15566005077313644,0
1299,0,0,1,0,0.14084507042253522,1,0,0,0,0,0,0,0,0,0,1,0,0.25671641791044775,0.05364643434110318,1
1300,1,0,1,0,1.0,1,1,1,0,1,1,1,1,1,2,1,3,0.9189054726368161,0.9166166628202171,0
1301,0,0,1,1,0.9154929577464789,1,0,0,1,1,0,1,0,0,2,1,3,0.39751243781094536,0.4375721209323795,0
1302,0,0,1,1,0.619718309859155,1,0,0,1,0,1,1,1,1,2,1,1,0.6243781094527364,0.4055850450034619,0
1303,0,0,1,1,0.9577464788732395,1,0,2,2,2,2,2,2,2,2,0,2,0.01442786069651739,0.1590237710593123,0
1304,1,1,1,0,0.19718309859154928,1,1,1,0,0,0,0,0,1,0,1,2,0.6701492537313433,0.15309831525501966,1
1305,0,0,0,0,0.3802816901408451,1,0,0,0,0,1,0,1,0,0,1,2,0.41094527363184086,0.18782021693976467,0
1306,0,0,0,0,0.971830985915493,1,1,1,1,1,1,1,1,1,1,0,3,0.9681592039800996,0.9357027463651053,1
1307,0,0,0,0,0.49295774647887325,1,0,0,1,1,1,1,0,1,1,1,1,0.5701492537313434,0.3071024694207247,0
1308,1,1,0,0,0.2112676056338028,1,1,1,0,0,0,0,1,0,0,1,0,0.6800995024875622,0.1456496653588738,1
1309,0,0,0,0,0.23943661971830985,1,1,1,0,0,0,0,1,0,0,1,0,0.6661691542288558,0.17714054927302106,1
1310,0,0,1,0,0.46478873239436624,1,1,1,0,0,0,0,1,1,0,1,0,0.7900497512437813,0.3679609969997693,1
1311,1,0,1,1,0.5774647887323944,0,2,0,0,1,1,0,0,1,1,1,3,0.26716417910447765,0.23427763674128788,0
1312,1,0,0,0,0.6619718309859155,1,1,0,1,0,0,1,0,1,1,1,2,0.5243781094527364,0.41661666282021703,0
1313,1,0,1,0,0.647887323943662,1,1,1,0,1,1,1,1,1,0,1,0,0.9084577114427862,0.5891703207939074,1
1314,0,0,1,1,0.5352112676056339,1,1,1,0,1,1,1,0,0,1,1,0,0.709452736318408,0.3987595199630742,1
1315,0,0,1,1,0.14084507042253522,1,0,2,2,2,2,2,2,2,2,0,3,0.026368159203980092,0.021174705746595898,0
1316,1,0,0,0,0.08450704225352114,1,0,2,2,2,2,2,2,2,0,1,1,0.016915422885572132,0.014851142395568891,0
1317,0,0,0,0,0.02816901408450704,1,1,2,2,2,2,2,2,2,0,0,1,0.06318407960199006,0.0077948303715670445,0
1318,1,0,0,0,0.09859154929577466,1,0,0,1,0,1,0,0,1,0,1,0,0.4820895522388061,0.0646434341103162,0
1319,1,0,0,1,0.0,1,0,2,2,2,2,2,2,2,0,1,1,0.011940298507462675,7.500576967459008e-05,1
1320,1,0,1,1,0.4366197183098592,1,0,1,1,1,1,0,0,1,1,0,1,0.7616915422885574,0.35919109162243257,0
1321,1,0,1,1,0.8309859154929577,1,0,0,1,1,1,1,0,0,1,1,2,0.47363184079601994,0.45113085621970933,0
1322,0,0,1,0,0.1267605633802817,1,0,2,2,2,2,2,2,2,0,1,2,0.016915422885572132,0.019495730440803143,0
1323,0,0,1,0,0.9859154929577465,1,1,2,2,2,2,2,2,2,2,1,2,0.06368159203980099,0.19517078236787452,0
1324,0,0,1,1,0.04225352112676056,1,0,2,2,2,2,2,2,2,0,0,1,0.0208955223880597,0.006640895453496424,1
1325,0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5074626865671643,0.005821601661666283,1
1326,0,0,1,1,0.5915492957746479,0,2,0,1,1,0,1,1,0,1,1,2,0.3283582089552239,0.24611123932610207,0
1327,1,0,1,0,0.8169014084507042,1,1,1,0,0,1,0,1,1,1,1,2,0.8084577114427862,0.6857027463651052,1
1328,0,0,1,0,0.3098591549295775,1,0,0,0,0,1,1,0,0,0,0,0,0.3582089552238807,0.13878952227094396,0
1329,0,0,1,0,1.0,1,0,2,2,2,2,2,2,2,2,0,2,0.011442786069651713,0.17051119316870533,0
1330,1,0,1,0,0.295774647887324,1,0,0,1,0,0,1,0,0,1,1,3,0.37810945273631846,0.14694207246711288,0
1331,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,1,1,0.06865671641791045,0.0007327486729748441,0
1332,1,0,0,0,0.9577464788732395,1,1,2,2,2,2,2,2,2,2,0,2,0.05671641791044775,0.19551119316870536,0
